SMILES,logP,QED
CC[C@@H](CC1NCCC[C@@H]1[S@](=O)c1ccc(C)cc1C)C(=O)[O-],1.6978399999999998,0.8583121927796427
Cc1ccc2c(c1)-c1c(cnc3ccnn13)C(c1cc3cc([N+](=O)[O-])ccc3s1)O2,5.309420000000003,0.2887578812428805
CC(C)(C)CCN1C(CCCC(=O)[O-])=NS(=O)(=O)c2ccccc21,1.950199999999999,0.7812270162458798
Nc1cnccc1S(=O)(=O)[C@@H]1CCO[C@]2(CCOC2)C1C1CC[C@@H]2S[C@@H]3CCCC[C@H]3N=C2C1,3.669400000000002,0.6683357220349277
C[C@H](CC(=O)NN)C[C@@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@H]1CC[C]2O,2.77989,0.32750467395964167
Cc1cc(C)c(C2=NN=C(C=O)C2c2ccc(Cl)cc2C)c(O)c1,4.112260000000003,0.8544320499935925
Cc1nc(C)c(S(=O)(=O)/N=C(\[O-])c2cccc(C)c2[C@H]2C[C@@H]2C2CCCCC2)s1,4.247960000000004,0.5233928396365242
CC(=O)C1=C(N2CCCCC2S(=O)(=O)c2c(C)c(C)cc(C)c2C)[CH]OC1=O,3.0676700000000023,0.5667142308981784
Cc1cccc2c1N(c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1(CCNCC1)NC2=O,2.7726200000000008,0.6012819786740073
O=[N+]([O-])c1ccc(Cl)c(/C=N/c2cc3c(s2)C(S(=O)(=O)c2ccccc2)CC3)c1,5.521500000000003,0.2928341650232489
CC(C)(C)C1CCCc2sc3ncn4ncnc4c3c21,3.8050000000000024,0.6309676212937965
C[C@@H]([NH3+])CCN1C(=O)CCCc2cc([SH](=O)=O)ccc21,0.34670000000000084,0.7866516215781371
O=C(Cc1ccccc1[C@H]1NCCn2cccc21)N/N=C/c1cc(Cl)ccc1O,3.232500000000002,0.4476946833642495
Cn1c(=O)c2cc(C#N)c(N)nc2n(CN2CCC[C@]3([CH]C3)CC2)c1=O,0.5868699999999998,0.8458686295944028
C[C@@H]1Cc2sc3ncnc(N)c3c2C(C(F)(F)F)C1,3.5017000000000014,0.8064699919324326
O=C(CN1c2ccccc2C(=O)NC12CCNCC2)N/N=C/c1ccccc1F,1.6054999999999995,0.5423753635894515
Cc1nc2c(c(=O)[nH]1)[C@H](c1cccc(-c3ccc(Cl)nn3)c1)CC(=O)N2,2.66282,0.7247805022707637
CN1CCO[C@H]2CN(c3cccc4nc5c(cc(N)c6ccccc65)[o+]c34)C[C@@H]21,3.516700000000002,0.2333327371581621
Cc1c(N)cccc1C[C@@H]1[C@H]([NH2+])c2cc(F)c(F)cc2[S@@](=O)[C@@H]1C,2.2928200000000007,0.81622767018022
CC1(C)OC(C)(C)[C@@H]([NH3+])[C@H]1C1[C@@H](Cl)CCC[C@@H]1[C@@H]1CCOC2(CCCC2)C1,4.563600000000003,0.6925237527570424
Cc1cc(C)nc(/N=C(\N)N2CCNC(c3cccc4cccc(Cl)c34)C2)n1,3.492740000000002,0.5134008337258392
CN1CCC/C1=N\S(=O)(=O)c1ccccc1[C@@H]1[CH]CC[NH2+]1,0.7118900000000002,0.8942755882096041
Cc1ccn2c(C[C@@]34C(=O)C[C@@H]5C(C)(C)O[C@@H]6CC(=O)OC[C@@]56[C@H]3CC[C@@]3(C)[CH]OC(=O)[C@H]5O[C@]534)c(C)nc2c1,3.452230000000001,0.4156266115971712
CN1CCN(C(=S)N[C@H]2C3=C(CCCC3=O)NC3=NC(S)=NC(=O)[C@@H]32)CC1,-0.07209999999999939,0.4148543238914903
C1=NN2C(Sc3cccc(C4=NO[C@H]5[C@@H]6CC[C@@H](C6)[C@@H]45)c3)=Nc3ccccc3[C@H]2C1,5.3616000000000055,0.6645047082721242
Cc1ccc(C)c(S(=O)(=O)C2CCCC2c2ncnc3c2cnn3C)c1,3.0901400000000017,0.7078850387146318
C[C@@H](C(=O)NNC(N)=S)C1CCCCc2sc3ncnc(N)c3c21,1.5839999999999996,0.3627895745837055
C[CH]CS(=O)(=O)c1ccc([N+](=O)[O-])cc1[C@H](C)CC1=c2ccccc2=[NH+]C1,0.6509900000000002,0.5587553862557241
O=S(=O)(/N=C(\[O-])c1ccccc1[C@]12CNC[C@H]1C[NH2+]C2)c1cccs1,-0.7218999999999978,0.5425913317800093
Cc1cc(=O)n2c(n1)N(C[C@H](C[C@H](O)C(C)(C)C)[C@@H](C)O)C(N)=[NH+][C@H]2[C@@H]1CC=CCC1,0.41602000000000144,0.4838998582860723
COC1[C@H](C)CC[C@]2(C)c3[nH]c4ccccc4c3CC[NH+]12,2.2264999999999997,0.8265138959459299
N#C/C(C=O)=C1\Nc2ccccc2N1CC[C@@H]([NH3+])C(=O)[O-],-1.3969199999999988,0.38967883882736076
C[C@H]1[NH2+]CCN(c2ncccc2[C@H]2C(C=O)=C(N)Oc3c2c(=O)sc2ccccc32)C1=O,0.8485000000000004,0.5724104181360861
Cc1c(F)cc(F)c2c1[C@H](O)CC2(C)Cc1ccc2c(c1)[C@](C)([NH3+])CCC2,4.004120000000003,0.8223087550313541
Cc1cccc([C@@H]2NCCn3cccc32)c1-c1nc(C)c(C)c(O)n1,3.268560000000002,0.7549190379420626
C[C@@]1([NH3+])CCCc2ccc(-c3ccc(Br)cc3[C@H]3C(C#N)=C(N)Oc4ccccc43)cc21,5.127680000000003,0.5257590869362968
O=C1Nc2ccccc2[C@@]12[C@H](N1CCC3=c4ccccc4=[NH+][C@H]3C1)[CH][C@H]1CSCN12,-0.5656099999999973,0.6542657154445404
C[C@@H]1Cc2sc3ncnc(N)c3c2C(c2cc3sc(=O)oc3c3ccccc23)C1,5.308800000000003,0.3981551378747482
NNC(=O)CCCC1CCCN(C2=C(Cl)C(=O)c3ccccc3C2=O)C1,2.3881999999999994,0.46801928223644645
Cc1cc(S(C)(=O)=O)c(CN2CCC3(CC2)[NH+]CCc2[nH]cnc23)c(S(=O)(=O)O)c1,-0.235079999999997,0.5427830978650535
C[C@H]1CN(S(=O)(=O)N2CCNC([C@H]([NH3+])CCCS(C)(=O)=O)C2)C[C@H](C)O1,-1.950499999999993,0.49995015059421277
C[C@H]1CCCCCN1c1cccc(/C=N/n2cnc3ccccc32)c1,4.687400000000004,0.6521306183186685
C[C@@H]1C[NH+](C[C@]23CC[C@@H]4[C@@H](CC=C5C[C@H](O)CC[C@@]54C)[C@H]2C[C@H](C)[C]3O)C[C@H](C)O1,3.1327900000000017,0.605271133305566
CCCCCC[C@H](C)C1Oc2ccccc2Cc2c1nc[nH]c2=O,4.400700000000004,0.8004758269704018
