SMILES,logP,QED,NumAtoms
N#Cc1c(N)nc2c(c1N)[C@H](C(C#N)C#N)c1ccccc1O2,2.0186399999999995,0.8186202185894569,23
O=CCS(=O)(=O)c1ccc2ccccc2n1,1.2074000000000003,0.7499204541012912,16
O=C1CCCC2=C1CC1=C(CCCC1=O)N2,1.9939,0.6746441078818426,16
CCC1CCCCCc2cc(C#N)c(N)nc21,3.1455800000000016,0.8042108198679022,17
Cc1ccc([S@@](=O)/N=C/c2ccc(F)cc2)cc1-c1ccccc1,4.942820000000004,0.6199007447559846,24
C[C@@H]1CN(C2C(c3ccc(Cl)c(Cl)c3)=CC(=O)C[C@@]2(C)O)C[C@H](C)O1,3.578400000000003,0.8470814623579604,25
CCc1cccc([C@H]2NC(=O)c3oc4ccc(F)cc4c(=O)c32)c1,3.327300000000001,0.7867970745180805,24
CCCCCC(=O)Nn1cnc2sc3c(c2c1=O)CCCC3,2.9872000000000014,0.8617520318513313,22
Cc1ccccc1-c1ccccc1C1=NO[C@@H]([C@@H]2N=NC3=C2CCCC3)N1,4.932020000000004,0.8453857124177659,27
O=C1Nc2ccccc2[C@@H]1c1ccccc1,2.770600000000001,0.7683539112249049,16
C/C([O-])=N/S(=O)(=O)c1ccc(C)c(C)c1C1CC1,1.6482400000000001,0.6166812844155911,18
Cc1cc2c(cc1[SH](=O)=O)n(C)c(=O)c(=O)n2C,-0.48408000000000007,0.5593107391017931,18
O=CNn1cnc2sc3c(c2c1=O)CCCC3C1[C@H]2CCCC[C@@H]12,3.014000000000001,0.8714782024713178,24
C[C@@H]1C(=O)c2cccc(Cl)c2S(=O)(=O)[C@@H]1C,2.3346,0.7177017252415884,16
CC1=[N+](c2cccc3ccccc23)C(=S)NC(C)(C)C1,4.001500000000002,0.6282718775941071,20
CCC1CC[C@@H](C)c2c1sc1ncn3ncnc3c21,3.7299000000000024,0.6776179972437621,19
C[C@H]1CC[C@](C#N)(C2(O)CCCCC2)C1,3.0115800000000013,0.7179531871317358,15
O=CC[C@H]1CSc2nc3c(c(=O)n21)CCC3c1cccc([N+](=O)[O-])c1,2.4654000000000007,0.3609635172489912,25
C[C@@H]1CN(C)C(=O)/C1=N/Nc1ccccc1,1.5626,0.7640152443958398,16
C/C(=N\n1cnc2sc3c(c2c1=O)CCCC3)N(C)C,2.0799000000000003,0.5966451527444512,20
Cc1ccc(S(=O)(=O)n2ccc(C)n2)c(CN2CCOCC2)c1,1.56914,0.8485003587140618,23
Cc1cc/c(=N/S(=O)(=O)C[C@H](C)CCl)[nH]c1,1.42852,0.8346929301788029,16
CN1C[C@H](C2=NC(=O)[C@H]3SC(c4ccccc4)=CC3=N2)C=N1,2.07,0.8400358168457633,22
CCO[C@@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3CC[C@@]21C,4.699400000000004,0.7382651628138657,23
CC(C)CC1=C[C@@H]([C@H]2NN=C3SC(c4ccncc4)=NN32)N=N1,2.7567000000000004,0.9221751423453164,23
O=S1(=O)CC[C@@H](S(=O)(=O)c2ccc(F)cc2)C1,0.7865000000000002,0.7499327607516311,17
O=S1(=O)CC[C@@H](S(=O)(=O)c2ccccc2-c2ccccc2)C1,2.3144,0.8624373494070672,22
