SMILES,logP,QED,NumAtoms
CC[C@@](O)(C(C)C)[C@]1(C#N)CCCc2ccccc21,3.581380000000002,0.8990742753569178,19
COc1ccccc1C1=NC(=O)[C@@H](C#N)C=C1,1.72048,0.7708686934431702,17
COS(=O)(=O)c1ccc(Cl)c2ccccc12,2.8283000000000014,0.7763250841531338,16
C[NH2+]c1c(S(=O)(=O)NNC(C)=O)cc(Cl)c(C)c1[N+](=O)[O-],-0.28927999999999954,0.38524898302470345,21
Cc1ncc2c(n1)C(CC(=O)[O-])Oc1ccccc1C2,0.9493199999999997,0.8110005471659265,20
C[C@@H](C=O)S(=O)(=O)c1nc2ccccc2[n-]1,0.5530999999999997,0.7284290816886854,16
Cc1ccc(C2CC(c3c[nH]c4ccccc34)=CCN2)cc1,4.594320000000003,0.7086875624743983,22
O=C1[CH]S/C(=N/N=C/c2ccccc2O)N1,1.1068899999999997,0.594244625048683,16
Cc1cc(C)c2c(=O)n(C)c(=O)n(Cc3ccccc3)c2n1,1.7603399999999998,0.7236406619012986,22
Cc1ccc(-c2ccccc2S(=O)(=O)/N=C2\CCCN2C)cc1F,3.613920000000003,0.8528911929234125,24
COS(=O)(=O)c1ccc2c(c1C)OC(C)(C)CC2=O,2.07392,0.7775575497809653,19
Nc1nc2nnc3c(n2n1)-c1ccccc1C3=O,0.31289999999999984,0.47307939914475516,18
C=CCN1C(=O)c2ccccc2[SH](c2ccccc2)c2ccccc21,5.311100000000004,0.5036374332990875,25
Cc1cc(=O)oc2cc3oc4c(c3cc12)C(N1CCOCC1)CCC4,3.5572200000000027,0.6346453583763639,25
O=C1c2c(ccc(Br)c2Cl)N[C@H]1/C=N/c1ccc(F)cc1F,4.760000000000002,0.7573824321344315,22
Cc1cccc([C@H]2[CH]C(=O)Nc3c2c(C)nn3C)c1-c1ccc2c(c1)OCO2,3.7209300000000027,0.7424643613567832,28
Cn1c(C2=C(NCCC#N)NCC2=O)[n+](C)c2ccccc21,0.3469799999999999,0.6304582274012787,22
C=CCc1ccccc1[C@@H]1SCC(O)=Nc2n[nH]cc21,3.562400000000001,0.8475652837502925,20
Cc1ccc2nc3ncc(-c4cccs4)cc3c(=O)n2c1,3.279620000000002,0.5059683602131843,21
Cc1cc(=O)oc2cc3oc4c(c3cc12)C(c1cccc2cccnc12)CCC4,5.864020000000005,0.34109981375070325,29
CCN1C(=O)[C@@]2(Nc3cccc(C)c3C(=O)N2C)c2cc(C)ccc21,3.0204400000000016,0.8714640373755014,25
CC1=C(C=O)[C@H](c2ccc(O)cc2-c2ccccc2)n2c(nc3ccccc32)N1,4.8967000000000045,0.49563835853602073,29
